song_id,title,release,artist_name,year
SOUDDSA12AB0184F60,"Behind the smile","Silver Rain","Marcus Miller",2005
SOPGWFB12A58A7B680,"I Don't Know Why I Care About You","Passing Through","Don Nix",2008
SOOBIYC12AC468A44C,"Aprendiz de miragens","O leite das baleias","Myrlla Muniz",0
SOSPIXB12A8AE48DBD,"Cute & Little & Tight","Triple Spin Vol. 1","Spragga Benz",0
SOGURIJ12AB018757F,"Vitti La Bella Mia Supra 'Na Palma","Amuri & Pilu","Otello Profazio",0
SOAVYGV12A8C1380CF,"The Fractal Effect",Rareform,"After The Burial",2008
SOSLOWV12AB0187BE4,"Your Love feat Tamara Wallace (Original Mix)","Nervous Nitelife: Ibiza 2009","Oscar G",0
SOAHUTI12A8C133617,Recordare,"Verdi: Requiem","Sofia National Opera House Orchestra And Chorus",0
SOIGNPY12A8C13FC1E,"Los Pulques de Apam","Mi Barrio - Chava Flores y sus canciones","Chava Flores",0
SOPUPAN12A6D4F9D01,"Half Nelson (Birdland) (Live) (Digitally Remastered '03)","Birdland 1951","Miles Davis",0
SOHQDMO12AB0183A2C,"Pikku neitsyt","Synnyin rokkaamaan","Rauli Badding Somerjoki",1997
SOQEGUY12A6D4FB38A,"I'd Rather Be Blue Than Green","Sara Martin Vol. 3 (1924-1925)","Sara Martin",0
SOJCAHF12A6701E955,"Milk It","In Utero",Nirvana,0
SOOWLWT12A6D4F97E3,Obvious,"For Sale","Right Said Fred",2006
SODRTGP12AB0185A6A,Daydreamer,"I Think I Love You - Greatet Hits Live","David Cassidy",2006
SOQYZHS12A8C141CD2,"L'air bête","Terrain vague","Les Ogres De Barback",2004
SOQKMIH12AB01828A0,"Wir Krochn Im Viereck","Wir Krochn Im Viereck","Pete G",0
SOAETAN12A8C136B2C,Medicine,Medicine,"Kim Leoni",2007
SOPGWSO12A58A76301,"Somebody Somewhere Needs You (LP Version)","Darrell Banks Is Here!","Darrell Banks",1967
SOKVBBE12A58A773CA,"Home Again","New Wave","The Auteurs",1993
SONLILA12A58A7CF84,"In the Gutter (Live at Cork Opera House)","White Lies (Deluxe Limited Edition)","Mick Flannery",0
SOYOUBF12AC46863BB,"Schooldays (feat. Floyd Jones)","The Walking Cycloon","Sunnyland Slim",0
SOHXWMU12AF72A0598,"Can't You Hear My Heartbeat","Live At The BBC","Marianne Faithfull",2002
SOAYDFT12A6D4F89CD,"I'll Be Home For Christmas (A Christmas Song Album Version)","A Christmas Song","Russ Taff",0
SOPIYNC12AAF3B56AD,"Hang Around","Hang Around Wahoo Remixes","Ben Westbeech",2007
SOEOSKV12AB0188C67,"El Hombre Bombilla 1997","Fantastico Entre Los Pinos","El Niño Gusano",0
SOLAGAQ12A58A7ECEA,"Superstar Chevrolet","Souls On Fire","The Neckbones",0
SODLSUW12AB0186461,"The 4th 3rd","All Of The Above (Clean)",J-Live,2002
SOSERLW12A8C1312A7,"Goodbye Pork Pie Hat","Blow by blow / Wired / Jeff Beck's Guitar shop","Jeff Beck",1976
SOHZPLD12AB0183CDA,"Life Goes On (Walk With Me)","The World... According To Brent Hunter vs Nina Ramsby","World (Brent Hunter vs Nina Ramsby)",0
SOHOIIT12A67020BB3,"Siberian Khantru (Remastered Remix Version)","Yes Remixes",Yes,0
SOJCPLG12A8C13EA97,Shine,"Orient Zone","Elie Attieh",0
SONSKJJ12A6D4F8A9B,"Niko's Lullaby","I Remember You","Brian McKnight",1995
SOPOSEZ12A58A797B5,"Close Encounters of the Third Kind - Suite",Encore!,"The Boston Pops Orchestra / John Williams",0
SOQDDGT12A58A7A2D1,"John Via McLaren Via John - Live","Sex Pistols - The Interviews","Sex Pistols",0
SOTYKGO12AAF3B16AF,"The Sun 'll Shine","Armada - The Miami Essentials 2009",Ohmna,0
SOHTUAB12AF72A4D6F,"...Il Carrozzone...",Romana,Tosca,0
SOLVNWS12A8C13A70E,"Archetype (Album Version)",Archetype,"Fear Factory (INT)",2004
SOFWGVZ12A8C13813E,"Como te echo de menos (Unplugged)","MTV Unplugged","Alejandro Sanz",0
SOHGGSS12AB00ED513,"Keep Away From My Baby","Boogie In The Park","Joe Hill Louis",0
SOZPZOD12A6D4F8145,Kaya,"Pampas Reggae","Los Pericos",1994
SOEFHQR12AB0187A3A,"We Ought To Be Ashamed","The Legend","Johnny Cash",0
SORNVVM12AB01869AB,"2 O'Clock","The Young & the Guest List","Paradise Boys",0
SOQAHKD12AC3DF5C32,"Inoxydable (Remasterisé En 2010)","Starshooter (1er Album)",Starshooter,0
SORWUHU12AB0182A21,"First Day Of Your Life",V2,Vuneny,2006
SOJBBTE12AB0184A77,"Before the Devil","Before the Devil","Black My Heart",0
SOMHCBR12A6D4FD848,"Whom They Would Kill","The silver cord is severed",Mortification,2001
SOFNYWT12AB018CA4B,"In Loving Memory","Hope For The Dying","Hope For The Dying",0
SONJRDT12A6D4FBFB2,"El Negrito",Rio,"La Portuaria",2005
SOKGYXX12AC4687385,"I Don't Wanna Loose You Tonight","All The Best","Patty Ryan",0
SOENDPT12AB0187D84,"Full Body","Direct / Full Body","Kris Wadsworth",0
SOEXOPF12AB0187F7E,"We Close Our Eyes","Demonstrates Plastic and Elastic","The Violet Burning",1998
SOEMIOD12AC960A092,"Besuchen Sie Europa","Die Geier fliegen tief!","Geier Sturzflug",1989
SOVWAJD12A6D4F8BB3,"Who Was That Masked Man","Blessed Burden","Carleen Anderson",1998
SOFGBUM12AC90729F6,"Messaggio d'amore","Te lo leggo negli occhi",Dino,0
SOZQPAZ12AC90972D6,"Yeah! (Album Version)","Outside The Frame","Paul Brandt",0
SOMUDTJ12AB017ECB4,"Business and Bottom Lines","Stands For ICPMABOYC","I can put my arm back on You can't",0
SOSEKQE12AB018F66F,"It Came From Outer Space","Horror Scream Music","Dick Jacobs",0
SOVADCP12AB017E7BF,"6000 Crazy","1978-1988 A Decade Of Spizz History",Spizzenergi,0
SOKUISW12AB0184C74,"Meaning Of Life","Meaning Of Life EP","Christos Fourkis",0
SOWXJCH12A8C131B13,"This Land is Your Land","Bruce Springsteen & The E Street Band Live 1975-85 (Display Box)","Bruce Springsteen & The E Street Band",0
SOWTHWD12A8C13D0D3,"False Alarm","Thirst For Romance","Cherry Ghost",2007
SODMNME12A8C137117,"Sonar Blow Job","Electric Dimension",Kraftwelt,1996
SORAYSE12A8C138696,"L'Eternité De L'Instant","L'Eternité De L'Instant","Romain Humeau",0
SOLUAEK12A8C143007,"Las Manos","Los Pájaros",Vicentico,2006
SOEQGWZ12A8C142988,"Sailing Ships","Sailing Ships",Kiuas,0
SOHWJCU12A6D4F81D7,"Somethings In The House (Original Version)","The Plan","Tubeway Army / Gary Numan",0
SOCHXEN12AB0187458,"Trashtown (2009 Digital Remaster)","Exiles In Mainstream (remastered)","Havana Black",0
SOEHFKY12A8C1373C7,"Because - Part 2","Jukebox Hits 1940-1951","Buddy Johnson",0
SODDUVH12AF72A0243,"Your Faithful Friend","Strangest Places","Abra Moore",1997
SOTIGIO12AB017F1C0,"This Man","Miss Randy Crawford","Randy Crawford",0
SOKDKSG12A58A78C10,"Sad But True (Album Version)",Transplants,Transplants,2002
SOREUUD12AB0186F32,Pre-Apocalyptic,"Blackout Summer","Christmas Island",2009
SOMEDVO12AB0189D7F,"Mobb Sh*t","All Out War_ Volume II","The Regime",0
SOQCKYP12A6310E204,"23 (Album Version)","Music From The WB Television Series One Tree Hill Volume 2: Friends With Benefit","Jimmy Eat World",0
SOAJBKD12A8C14005D,"We Are the Sound",Crisis,Alexisonfire,2005
SORBFED12A8AE47E9A,"Bright Lights","Come Get Your Love","E.C. Scott",0
SOHWADV12A8C1368AF,"Suffer In Silence","Wakened By the Wind","Susan Ashton",0
SOQYFFH12A8C138F11,"Best Friend","In My Garden","Jennifer Brown",0
SOMSTPF12AF729F337,F.I.N.E.,Chronicles,Aerosmith,1989
SOVHKCT12A8C13721A,Mannstoppwirkung,"Willkommen Im Club",Schweisser,1996
SOBCVPX12A8AE45042,"Pedal An' Wheel","Reggae Anthology: Anything Test Dead",Ninjaman,2001
SOXFODK12A6D4F7E47,Deseo,Alma,"Luis Eduardo Aute",1980
SORCPUD12AB018770E,"La valse de Magali","The greatest hits from 40's and 50's volume 26",Darcelys,0
SOOANNE12A6D4F7477,"Hessel_ Raymond K. (Album Version)","Fight Club - Original Soundtrack","The Dust Brothers",0
SOVVEEL12AB018A591,"My Baby Just Cares For Me","Sophie Milman","Sophie Milman",0
SOMRCHW12AB0181DD7,"King For A Night - Original","Linda Clifford's King For A Night","Linda Clifford",0
SOVFJWL12A6BD56BEA,"My Dad_ My Daughter_ and Tupac (The Fifth Annual End Of The World Tour)","The 5th Annual End Of The World Tour","Christoper Titus",0
SOJUJOT12AB01873CE,"New Kytakyshu Airport",Dancegum,"Useless Wooden Toys",0
SOEEJNR12A58A80CBB,Og-Ha-Be,"Tantric Obstacles/Erpsongs","Ozric Tentacles",1985
SOBBWWT12AB018BB45,"Rocking Chair Blues","Me And My Gin","Bessie Smith",1991
SOFETZD12AB018D873,Verzonnen?,"De Wereld Draait Door","Youp van 't Hek",0
SOFRTNK12AB0187266,"Two Aged Windows","Land Patterns","The World On Higher Downs",2007
SOPYIUW12A81C2206B,"Missing You","101 Power Ballads","John Waite",1984
SOIYYXM12A6D4FB9E1,"To Forgive  (The Best We Could Find Album Version)","The Best We Could Find","STEVE TAYLOR",0
SOLLWCO12AB0181E3F,"Atomic Moog","ZEN CD a restrospective",Coldcut,1999
SOEVKKS12A8C139E05,"Let it go (Zmh Mix)","Pe'z Color Vol. 1","Pe'z",0
SOOEQOM12A8C139B11,"Last One / Last One","Always Stay Sweet","His Name Is Alive",1999
SOAJFVY12AB0187D3D,"Te Amo Assim","Wanessa Camargo",Wanessa,0
SOXJVAS12AB018570C,"London Hooligan Soul (Album Version)","London Hooligan Soul","The Ballistic Brothers",1995
SOGUQGP12AAF3B31DC,"When The Tears Are Falling","Plan A!","Thomas Godoj",2008
SOLEFNT12A58A7C20D,"Holding Court (Tribute To Duke Ellington)","Satin Doll: Smooth Jazz Plays Duke Ellington","Kevin Toney & Rahmlee Davis",0
SOWWOBG12AB018C711,"Nightmare Creatures","Nightmare Creatures EP","Anguilla Project",0
SOAIWIJ12AB01877D8,Sub-Generation,"Max Killa Hertz","Bass Mekanik",1995
SOJXHNL12AB0189DC3,"Phantom Rider","Before & After","Tora Tora",1989
SOLZFYX12A8C133C21,"Älä piipitä","Pahat Ja Rumat","Ne Luumaet",1991
SORBDKD12A8C1420E2,Silence,Essential,"Jars Of Clay",2002
SOAFJHM12AB0187E3D,"Selekta Régis","Dans un élan","Acorps de Rue",0
SOIOESG12A58291896,"Teasable_ Pleasable You (LP Version)","The Best Of Buddy Knox","Buddy Knox",0
SONKOQA12A8C13765D,"Verso Nord","Illusioni Parallele",Tiromancino,2004
SOGTLYR12A8C13EC19,"Land Of The Rising Slum","No Daylights_ Nor Heeltaps",SKYCLAD,1994
SOJRYJH12AB01806E2,"Demons Out!","Art Brut vs Satan","Art Brut",2009
SOZSNUJ12A6D4FBA52,"If I Were You","The Other Sessions","Jim Lauderdale",0
SOLAUME12A67ADCF9D,"Time To Wine","Soca 101 Vol.1","Iwer George",0
SOLVAFT12A8C13E088,"Boy On The Roof","Uncharted Territory","Stephen Schwartz",2002
SOGXHFI12AB0189C35,"Cuando (Floresca El Chuno)","Cuando (Floresca El Chuno) Reloaded","Tom Pulse",2009
SOENIBT12AB018B1E6,"Håll ut","Kung På Landet","Gunnar Danielsson",0
SOSNXWV12AB01822A1,"Groovin' High","Signum The Collection_ Vol. 1","Ron Hagen & Pascal M",0
SOOSNLW12AB017E729,"Pocketful Of Love",Discolights,Ultrabeat,0
SOFUCFM12AB0183E21,"Kite Over Faurndau","Holidays In The Shade","DJ Bootsie",0
SOONWMX12A8C13DAB7,"Una Giornata Al Mare","Equipe 84","Nuova Equipe 84",0
SOABXZA12AC468D4CB,"TWO GUITAR LOVERS","Split Coconut","Dave Mason",0
SOXIYUQ12A8C137261,"Rozmowa Z Kobieta Bez Twarzy (Live)","Turnau W Trójce","Grzegorz Turnau",0
SONZEDL12A8C139630,"Wasted Words (Album Version)","Into The Valley Of Death","Death By Stereo",2003
SORTYPV12A8C139057,"Lachrimae_ or Seaven Teares: Lachrimae Tristes",Fireworks,"Empire Brass",0
SOKYVEC12AC4685633,"Syndrome (E.Gold Remix)","The Struggle for Utopia",Project:Komakino,0
SOYAWTW12A8C133412,"Strike (feat. Equipt)","UHB V -  Legacy 2099","Sunspot Jonz feat. Living legends",0
SOHYROL12A6D4F7860,"Pou Tha Pas","Ola Kala","Sakis Rouvas",0
SOYFPWX12AC468D45A,"You Betrayed Me","King Tubby And Bredrins","Ronnie Davis",0
SOXVWVI12A67ADE299,"Bring Tha Noize","Anthrology: No Hit Wonders (1985-1991)","Anthrax / Public Enemy",0
SOHMDTA12A8C139F0D,"Hold Up","Pimpin","DJ Laz",2000
SODCLQP12A8C13FC84,"...and Then We Met The Locals",4.0,"The Samuel Jackson Five",0
SOUZSPV12AC960DB2E,"You Don't Love Me Anymore","Number One Hits","Eddie Rabbitt",0
SOWZUKF12A8C136EEA,"Wealth of Pride","Easter Songs","100 Pets",0
SOYSBWC12A6D4FBFAD,"Im Called Myself","And When The Morning Comes","Graeme Connors",0
SOJKAHX12A8C145192,Girls,Girls,Sugababes,2008
SOWSTDY12A8C1325B1,"Don't Lose Your Good Thing","My Turn To Win","Johnny Rawls",0
SOTEAVQ12A6D4FB97A,Lies,"Shining Time","Marcia Griffiths",0
SOROGPS12A8AE475F4,"Tell Me Why (Album Version)","Thou Shalt Not Steal","Dick & Dee Dee",0
SOEQNJE12A8C136B7E,"Remember The Times (Intro)","Street's Disciple",Nas,2004
SOFVHFQ12AB0185CC7,"Won't Make It Home","3 Da Hard Way","The Mob Figaz Meet Marvaless",0
SOAKDFA12AB0180531,Reach,"Panic Drives Human Herds","Panic DHH",2004
SORYORZ12AC468A36B,Fireworks,"Hold Me Down","You Me At Six",2010
SOZCFFJ12AB0181564,"I Wonder Why","Backline Volume 46","Dion & The Belmonts",1958
SONCQFL12A8C136487,"All Or Nothing",Snowboy,"Morten Abel",2004
SOWQPEA12AB018635D,"I Got Rhythm (Album Version)","Mirage A Trois",Yellowjackets,1985
SOIFJTK12AB018035F,"If I Love Again","The Legends of Savoy_ Vol 6","Donald Byrd",1999
SOUHFTG12A3F1EA9CD,"'Merican","'Merican",Descendents,2004
SOXSTOH12AB018B917,"More To Us Than That (LP Version)","Blink Of An Eye","Michael McDonald",0
SOGTEML12AB0183832,"Raga Miya-ki-Malhar Ektal","Inde du Nord_ North India (sarod)","Amjad Ali Khan_ Shafat Ahmed Khan",0
SOBFYWM12AC468F7ED,"Crashed Out and Wasted",Skum,"Abrasive Wheels",0
SOIMHYR12A8C1343BD,"Jazz up","Brightess night","Wilks featuring pee wee ellis",0
SODWWTU12AAF3B5633,"Hot Sun On Video","Maxi Disco Vol 5",Venus,0
SOGCTDN12AB017E438,"2_068 hrs.",Liquordale,Diablo,0
SOVKAGG12AAF3B5BB8,Thingy,"The Hunt Brings Us Life","Samuel Flynn Scott",2006
SOLWRWF12AB0188C7D,"September  24_ 1999","Food In The Belly","Xavier Rudd",2005
SOHMSUI12A81C22BE2,"Piano Sonata In A Minor D 784 Op. 143: III. Allegro Vivace","Schubert: Complete Piano Sonatas_ Vol. 5","Massimiliano Damerini",0
SOXKQME12A6D4F9BE0,Forever,"Clubland Classix 2 - Digital Bundle Package",N-Trance,2001
SOZMXMW12A8C14223B,"Why Don't We Do It In The Road?","Live Till You Die","Today Is The Day",2000
SOPHWYC12AB017F673,Aislado,"Jupiter And Beyond","A Room With A View",0
SOZYWNB12AB0187011,Huligan,"Dr. Rock`n`Roll",Monolith,0
SOESWKZ12AB0182A05,Sandblasted,Raise,Swervedriver,1991
SOZRHSR12A6D4FA1BC,"Salutations (LP Version)","House Of Pain","House Of Pain",1992
SOFBSBU12AB0182AFD,"Cannonball Blues","Kassie Jones","Furry Lewis",1928
SOICLJY12A58A7B0C9,"Star Song","Let's Just Be","Joseph Arthur & The Lonely Astronauts",0
SOHWNNI12A8C143A4E,"Morse Code Of Love","The Lion Sleeps Tonight","The Tokens",1994
SOOCBMF12AF72A063A,"Make You A Believer",Racine,"Sass Jordan",1992
SOHRHEL12AB018595D,"Sarah's Got a Chainsaw","Complete Recordings","13th Chime",2009
SOMHRVX12A8C13C7F1,"Dj Gg","Feat. Zarathoustra","Nova Nova",0
SOSLHEG12AB0186A0E,"The Unquiet Zone","Procol's Ninth","Procol Harum",1975
SOTXKYW12AB018139D,Stains,"Automated Species","Violent work of art",2007
SOHTCIY12A8C143796,"The Majesty Of Love","An Introduction To Connie Francis Vol 2","Connie Francis",1993
SOXAANT12AB018B5EC,123,"Jerk Or Die: Official Compilation_ Volume 2","New Era",0
SOVXQCT12A8C13D996,Superman,"The Evolution of Robin Thicke","Robin Thicke",2007
SOXMOFV12AB0182B91,"The Ramones Book","Amusement Parks On Fire","Amusement Parks On Fire",2005
SOYXKZM12A8C1374ED,"Oh Jah Jah","iLove Riddim Selection","Million Stylez",0
SOQWZQF12AB0184F4A,"Snare Drum Awareness","Stowaway EP",Rockwell,0
SOVBILB12AB01832BB,"Freak Like That","Pass the Dutch","Mister Ries",0
SODTQMR12AB017FDB0,Spooky,"Greatest Hits","Percy Sledge",1968
SONFHQC12A6D4F8175,"No Ordinary Love (Interlude)","Things In The Game Done Changed","Dave Hollister",0
SOKDPPT12AB0181957,"Touch My Heart",Look,"Beth Nielsen Chapman",0
SORLFLK12A8C1344F1,"Last Little Piece",Oberon,"Eva Trout",2000
SODNYDV12AB0185911,"Don't Mess With Mister ""T","CTI: The Master Collection","Stanley Turrentine",0
SORQNAF12A8C13A68B,"I Don't Know (feat. LaToiya Williams_ Soopafly & Suga Free)","Duces 'N Trayz: The Old Fashioned Way (Clean)","Tha Eastsidaz",0
SOWCXWV12AB018617F,"Universe In A Ball!",Addicted,"Devin Townsend Project",2009
SONLHQX12A6D4F8A64,"Play It Loud","Play It Loud","Chris Cagle",2000
SOWNDNY12A8AE47DB3,"Mete Y Saca","Canta Como: La Sonora Dinamita","La Sonora Dinamita",1994
SOWRNRA12AB01864E3,"Cat's Squirrel - Live","Blodwyn Pig's Six Days On The Road","Blodwyn Pig",0
SOQWTQN12A8C13FCE4,"The Inner Space","Trouble In Rio","TEN MADISON",2005
SOTZXAM12A6D4F6CC4,"Blood Of The Sunsets","With Fear I Kiss The Burning Darkness","At The Gates",1993
SOGCOZR12AB018839F,"I'll Be There - Original","Hoyt Axton Selected Hits","Hoyt Axton",0
SOEMSVL12A6701D9ED,Tango,"17 Re",Litfiba,1986
SOKNAQG12AC3DFAAED,"Closing Monologue","Live At The Sands","Dean Martin",0
SOBKTIN12AC9074FA6,"Who's Heart Are You Breaking","Big Red And Barbacoa",Hacienda,0
SOTMDSC12A8C133EE3,"Blink Of An Eye","Heart Of A Killer","WINTERS BANE",1993
SOUANIA12AC4689116,"Revenge feat. Truck North & Median",LeftBack,"Little Brother",2010
SOWHEHJ12AB017C6BF,"The Operatic Meon Prelude","Sugar Hut 'Thai Chill' Volume 1",AL-PHA-X,0
SOKGRLO12AB017DF77,"Prosel jsem hlubokym lesem","V Lucerne","Jaromir Nohavica",0
SOSTQKU12AB0182474,"Wanna be",Jerryl,Jerryl,0
SOMOFKF12A8C1350B9,Peekhole,"Start Of The Century","Marky Ramone",0
SOKWVIM12AC468AD1C,Sabelina,"Susana Seivane","Susana Seivane",0
SOXIEBR12A8C14445D,"I'll Be True","Cameo Parkway - The Best Of The Orlons (Original Hit Recordings)","The Orlons",0
SOFMXQD12AB0184BB0,"Love Will Find A Way (Ardent Al Electro Dub Remix)","Love Will Find A Way",Delirious,0
SODFDUA12A8C139B94,"Wyjatkowo Zimny Maj","Derwisz I Aniol",Maanam,0
SOEUHYK12A81C21D04,Shi-Du,Shi-Du,"Reysan Khan",0
SOAKSRH12A8C13A99B,Channeled,Uko,Uko,2001
SOWHCWN12A6D4FC200,Hoelahoepen,"Hé Doe Maar Mee",Tonya,0
SOZDOMV12A8C13C2FE,"I Met Someone (From ""Return to Me"")","Return To Me","Nicholas Pike",0
SORWVMG12A8C138115,"Future Unknown (Remix by Implant)",Overflow,"Razed in Black",1997
SOXNMQE12A58A7DD5F,"Neva Thought It Would Happen","Southern Slang",D.O.W.N.,0
SOLVPFT12A58A78605,"I'm Sprung","[Screwed] Return Of The Bellyman","Fat Bastard",0
SOCNAUJ12A58A7C6ED,"My Tags Are Purple","Purple Tagz 2k9","Lucky Luciano",0
SOADIIO12A8C13D8A6,"Un Villaggio_ Un'Illusione","Quella Vecchia Locanda","Quella Vecchia Locanda",1972
SOYUZBG12AB01808A8,"Dame Un Chance",Juntos,"Charlie Cruz",0
SOEKFMM12A670218B7,"One Play_ No Script","Amor Fati",Peccatum,2000
SOPTDFQ12A8C1453D3,"The Howling","The Howling","The Phantom Band",2009
SOPCOWN12A8C137CDD,"You Are The One",Together,"S Club Juniors",2002
SOAPGQQ12A8C130F85,"New Orleans","Live At The Berlin Philharmonic","Dave Brubeck;Gerry Mulligan",0
SOWTETD12A6D4FD2EC,Luisas,Cibelle,Cibelle,2003
SOGUEPH12AB0185C5F,"Respect for My Woman","Lonely Street","Eddie Kirkland",0
SOHAGGG12AB018D8D1,"Let Me Be The One","Let Me Be The One","Kevin Costner & Modern West",0
SOQDCHZ12AC90757B0,"Funky House","Funky House","Dr. Felix",1989
SOTMLSD12AB0189EE5,"Half Hearted","A Letter And A Ring","Gisele MacKenzie",0
SOBQXDB12A6D4F8FC7,"Every Nook And Cranny (The Art And Craft Of Popular Music Album Version)","The Art And Craft Of Popular Music","Joy Electric",0
SOCZREZ12AB0183D8A,"Deck The Halls","A Soulful Christmas","Brian Culbertson",2006
SOOYZOX12A8C138199,"Ready To Start","Ready To Start","Rene Ablaze",0
SOMXHUS12AB0180852,"The Crown","Here's Luck",Honeydogs,2001
SOVRJRA12AB017B9A8,"Off The Radar","Aim High  The Revolution",Shifty,0
SOZZGZD12A8C139745,Otherside,"Life Is On Our Side",Lunik,2004
SOGMQAK12A81C21AE0,"Too Many Tears","Into The Light","David Coverdale",2000
SOKZXST12A58A7DD47,"Green Island","Carried Beyond","Mystic Revelation of Rastafari",0
SONHISL12A8C13BE28,"Why Aren't You Dancing?",Follow,"Pull In Emergency",0
SOXLYAU12A8C138830,"Step Up (Instrumental)","One More Bullet","The Toasters",2007
SOJLTAU12A8C12FD29,"Reincarnation Of A Love Bird (Take 1)","Candid Dolphy","Eric Dolphy",1960
SOEOOHP12AB0184499,"Mary Lost A Ring","Addicted To Black","Don McLean",2009
SOQYXDB12A8AE44F1E,"Men Don't Come Back","The Calm Before",Lach,0
SOHTHKF12AB0182980,"I Tried","A Blast From The Past",Saint,0
SONTUOE12AB018DB01,"Turn Loose","Turn Loose",Soultourist,0
SOZZZYE12A81C22900,"Down The Road","It's Only Natural","Lynette Schultz",0
SOTPQBL12AB01872CA,"Three Coins In A Fountain","Jazz Impressions","Vince Guaraldi Trio",1964
SORZEZI12A6D4FB323,"For You","Let's Build A Fire","+ / - {Plus/Minus}",0
SOLSZXX12A8C13DFD5,"Amore_ Amore_ Amore","Endlich Sommer - 18 Schlager für dein Summer-Feeling",Relax,0
SORFCVH12A67021213,"Rumblin' Man (LP Version)","Cactology ""The Cactus Collection",Cactus,0
SOIIHBY12A8C13EBAB,"An Thimithis T' Oniro Mou","The Digital Collection",Alexia,0
SOGCIKQ12A8AE4735E,"I Never Told You What I Do For A Living (Album Version)","Three Cheers For Sweet Revenge","My Chemical Romance",2004
SOLTMIE12A6D4FCB85,Intro,Califormula,"Ellay Khule a.k.a. Rifleman",0
SOFTFOR12A67020DB3,"Ruff Ryders Anthem","It's Dark And Hell Is Hot",DMX,2000
SOEGBUJ12AB01881CD,"Children of the night","Stronger than heaven",STORMWITCH,1986
SORXTYQ12AB0189BE9,"A Very_ Very Melancholy Man","Combined 60's /70's Singles Sales Over 40 Million","Jonathan King",0
SORKYPM12A8C14401C,"Break My Heart","C'MON!","Keith Anderson",0
SOIIQBW12A8C140C83,"Yesterday's Heroes","River Of Dreams","Barclay James Harvest",1997
SOVWOHU12A6D4F5AAF,"55 Cards",Angelstrike!,"Jim Bob",0
SOWCNVN12AB017E026,"Rising Sun","Black Ocean",Century,2008
SOIOPXE12A58A783E5,"Fais Do Do (Album Version)","Spanish Moss","Doug Kershaw",0
SODILVY12AB018AD6F,"Kick the Caty Sack","Kick the Caty Sack","le Shuuk",0
SODXCSI12A6D4FB6FD,"Eve Of Destruction (LP Version)","Duane Does Dylan","Duane Eddy",0
SOPKRHB12A8C13FFF4,"Why Aye Man","The Best of Dire Straits & Mark Knopfler - Private Investigations(Double CD)","Mark Knopfler",2002
SOHLGUB12A58A7FFF3,"Something to Believe in (ReMastered)","Future Shock","Curtis Mayfield",2006
SOZHIEY12A6D4F8D12,"Surely Shorty","Power Soul","Peven Everett",2007
SOCPKKG12AB0187581,Time,Time/Koma,Pulsedriver,2002
SOGWYFF12A6D4F9BB5,"Los Angeles",Emotions,"Murray Head",1979
SOQZVKI12AAA8C7AD6,"Slib mi dej",Dotyk,"Aneta Langerova",2007
SOOSFCS12A6D4F8FA0,"Bach_ JS : Violin Sonata No.2 in A major BWV1015 : III Andante un poco","Bach_ JS : Violin Sonatas Nos 1 - 6 [Complete]","Joseph Suk",0
SOHUSNY12AC3DF5A6B,"She's So Brilliant Feat.Rashad","The 1960's Jazz Revolution Again Instrumentals","J.Rawls & John Robinson are Jay Are",0
SOKCOUI12A8AE478B7,"Bella vera (live)","Me la caverò","Max Pezzali /883",0
SOBIPVY12AAF3B4836,"The Life And Timez Of Eric Wright (Part 1)","The Life And Timez Of Eric Wright","Eazy E",0
SOXNFHY12A58A79558,"My Kind Of Beautiful","This I Gotta See","Andy Griggs",2004
SOBDABO12A58A7D46D,"Do It Yourself","Starling_ Spiders_ Tiger and sprites",Sprites,2003
SOJRSZP12AB0187563,Capucine,"Gentlefication Now!","The Smittens",0
SOBQCLS12AF72A4406,"Heaven And Earth","Days Like This: The Best Of Kenny Lattimore","Kenny Lattimore",1998
SOHZUAA12A6701F116,"The Brainwasher","Human After All","Daft Punk",2005
SOPIZDB12A8C13AD3B,Warsong,"Remembering White Lion: Greatest Hits","White Lion",1991
SOZQCRZ12AB0185120,"The Bear","The Bear","Stephen Kellogg & The Sixers",2009
SOJQKPD12A81C22142,"Dictatorshit (live) (Album Version)","Under A Pale Grey Sky",Sepultura,0
SOCQCHZ12A6D4FB108,"Garden Of The Gods","The Forgotten Goddess","Echoes Of Eternity",2007
SOUEXGP12A8C13C65F,"Comptine en mode zen","Un dimanche à Kyoto","Ariane Moffatt_ Pierre Lapointe & Garou",0
SOYOJXO12AB017B242,"No Static","Access Rhythm","Jimmy Edgar",2004
SOXLZCG12A8C13F4B4,"Ticket #14-9140",Bahamat,"Hazmat Modine",2006
SOSKOBX12AB0182052,"Slow Poison","Live Bath 1981",Talisman,0
SOHRFVM12AB017D45F,"5 Minutes & 3 Seconds","Pariahs Sing Om","Peter Wright",0
SOMNCIP12A8C13A639,Boyo,4-Trackaganza!,"Chris Murray",2001
SODGHDU12A8C133F6B,"Dreamgift (Remastered)","Legends / Emerald (Narada Classics)","Spencer Brewer/Eric Tingstad/Nancy Rumbel",0
SOOXVBN12AB0186F7E,"Only Wanna Love Ya","In The Midst Of This",Expatriate,2006
SOFBAHQ12AB0183109,"Forget Me Not","Set The Tone","The Lost",0
SOPHOHF12A8C13D8CB,Misdirection,"Pessimism & Satire","Logan Square",0
SOCBOZX12A58A7A93A,Intrigued,"Back In Business","EPMD / Das Efx",1997
